title,link,date,content
"Trotoar di Pulogadung Sempit, Warga Terpaksa Jalan di Jalur Sepeda",https://megapolitan.kompas.com/read/2024/06/05/20205331/trotoar-di-pulogadung-sempit-warga-terpaksa-jalan-di-jalur-sepeda,5 Juni 2024,"JAKARTA, KOMPAS.com - Warga bernama Aisyah (25) mengatakan, sempitnya trotoar membuat beberapa warga malas berjalan kaki di Jalan Perintis Kemerdekaan, Pulogadung, Jakarta Timur. Beberapa bagian trotoar itu bahkan dikuasai kendaraan yang parkir dan lapak pedagang kaki lima (PKL). Setiap hari, perempuan yang berprofesi sebagai pedagang warung makan itu melintasi jalanan yang padat kendaraan tanpa bisa berjalan tenang di trotoar. ""Kadang orang jadi malas jalan kaki di sini karena trotoarnya sempit. Kita seringnya malah jalan di area khusus pesepeda,"" kata Aisyah saat ditemui Kompas.com, Rabu (5/6/2024). Bahkan, menurut dia, pejalan kaki lebih banyak melintas di pinggir trotoar yang dapat membahayakan pengguna jalan. Padahal, banyak orang melintas di trotoar tersebut untuk naik angkutan umum di pagi dan malam hari. ""Yang bikin kesal lagi ya karena sering motor lawan arah, lumayan takut keserempet aja sih,"" ujar Aisyah. Senada dengan Aisyah, Ulil (30), warga yang tinggal di sekitar Jalan Perintis Kemerdekaan Pulogadung, juga mengeluhkan masalah trotoar yang sempit. Ulil mengungkapkan, trotoar di area tersebut sempat diperbaiki pada 2022, tetapi hanya untuk menutup selokan. ""Kirain mau disambung bikin trotoar, ternyata enggak. Yang sekarang ini sih bisa dibilang bukan trotoar ya,"" ucapnya. Diberitakan sebelumnya, warga mengeluhkan minimnya trotoar di wilayah Jakarta Timur (Jaktim) yang sangat penting bagi para pejalan kaki. ""Pengin banget ada trotoar,"" kata Riri (28), warga Cipayung yang selama dua tahun terakhir tinggal di Pulogadung. Riri merasa iri dengan wilayah lain yang dilengkapi dengan trotoar layak, seperti di Cikini, Jakarta Pusat. Ia berharap pemerintah daerah segera melakukan pembenahan fasilitas publik seperti trotoar yang dirasa penting bagi warga Jaktim. "
"Syarat Mutlak Bikin SIM C1, Harus Punya SIM C Minimal 1 Tahun",https://otomotif.kompas.com/read/2024/06/04/071200715/syarat-mutlak-bikin-sim-c1-harus-punya-sim-c-minimal-1-tahun,4 Juni 2024,"JAKARTA, KOMPAS.com - Korps Lalu Lintas Kepolisian Negara Republik Indonesia (Korlantas Polri) belum lama ini resmi meluncurkan SIM C1. Sesuai dengan Perpol Nomor 5 Tahun 2021 Pasal 3, SIM C1 diperuntukkan untuk pengendara dengan motor di atas 250cc sampai 500cc. Namun, untuk membuat SIM C1, pengendara wajib memiliki SIM C terlebih dahulu selama satu tahun. “(Betul) SIM C1 harus punya SIM C satu tahun dulu, sesuai dengan Perpolnya, aturan memang seperti itu,” ucap Kasubdit SIM Kombes Pol Heru Sutopo, saat dihubungi Kompas.com, Senin (3/5/2024). Selain itu, pemohon SIM C1 juga wajib berusia minimal 17 tahun, memiliki KTP, dan melampirkan surat keterangan sehat dari dokter. Jika Administrasi sudah sesuai, pemohon bisa langsung mengikuti ujian teori dan praktik, yang kurang lebih sama dengan tes SIM C biasa. Lebih rinci lagi berdasarkan Perpol Nomor 5 Tahun 2021, SIM C digolongkan menjadi tiga kategori yakni SIM C, C1 dan C2. Kebijakan tersebut membagi SIM C sesuai dengan kapasitas mesin atau isi silinder. Untuk SIM C digunakan untuk sepeda motor di bawah 250cc. Sedangkan, SIM C1 diperuntukkan untuk motor di atas 250cc sampai 500cc, dan SIM C2 untuk motor di atas 500cc.   Tata cara pengurusan SIM Juga berbeda, berikut lebih jelasnya: Secara aturan untuk pengemudi sepeda motor dengan kapasitas mesin maksimal 250cc. Serta syarat pembuatan SIM C juga mudah yaitu, batas usia minimal 17 tahun yang dibuktikan dengan Kartu Tanda Penduduk (KTP). Untuk pengendara motor dengan kapasitas silinder mesin di atas 250cc sampai 500cc. Kemudian, untuk syarat pembuatan SIM C1 pemohon wajib memiliki SIM C terlebih dahulu yang telah digunakan selama satu tahun masa penerbitan. Seperti dijelaskan pada ayat 3 poin 8 dan 9 di Perpol Nomor 5 Tahun 2021. Selain itu, pemilik SIM C yang akan membuat SIM C1 harus kembali lakukan praktik uji dengan motor yang sesuai ketentuan. Hal ini karena adanya perbedaan kapasitas mesin dari SIM C ke SIM C1. SIM C2 diperuntukkan untuk pengendara motor dengan kapasitas silinder mesin di atas 500cc atau ranmor sejenis yang menggunakan daya listrik. Pemohon bisa mendapatkan SIM C2 jika sudah memiliki SIM C1 selama 12 bulan sejak diterbitkan. Selain itu, syarat lainnya adalah batas usia pemohon SIM C1 dan C2, untuk SIM C1 pemohon wajib berusia 18 tahun, sementara SIM C2 19 tahun. "
Tukang Sapu di Yogyakarta Jadi Korban Perampasan Sepeda Motor dan Dijual Rp 3 Juta,https://yogyakarta.kompas.com/read/2024/06/03/123707678/tukang-sapu-di-yogyakarta-jadi-korban-perampasan-sepeda-motor-dan-dijual,3 Juni 2024,"YOGYAKARTA, KOMPAS.com - Seorang tukang sapu jadi korban perampasan sepeda motor di Jalan Pakuningratan, Jetis, Kota Yogyakarta. Kapolsek Jetis Kompol Wahyu Sudadi menjelaskan korban bernama Rahman Tri Hastomo (25), bekerja sebagai tukang sapu. Kejadian ini terjadi saat Rahman hendak berangkat bekerja dari rumahnya di daerah Tempel, Sleman DIY pada hari Sabtu (25/5/2024) pukul 04.10 WIB. Kemudian sesampainya di Jalan Magelang, di seputaran gapura gang Kricak, muncul satu sepeda motor yang dikendarai oleh 3 orang pelaku inisial DSP, DGS, dan FJP. “Menurut keterangan korban, ketiga orang berbau seperti minuman keras. Kemudian (pelaku) berbelok ke kanan, di Jalan Magelang hingga satu arah dengan korban. Lalu korban mendahului, karena jarak terlalu dekat dengan pelaku, motor pelaku oleng hampir bersenggolan,” ujar Wahyu di Polsek Jetis, Senin (3/6/2024). Lanjut Wahyu karena kaget sepeda motor pelaku sempat oleng dan terjatuh, kemudian ketiga orang tersebut mengejar korban. Sesampainya di simpang Jalan Pakuningratan, sepeda motor korban diberhentikan pelaku. “Kemudian selanjutnya salah satu pelaku mencabut kunci milik korban. Sedangkan yang lain mendatangi korban dan menantang korban, membuat korban terdorong mundur,” jelas dia. Ketiga pelaku berhasil ditangkap dua hari kemudian, yakni Senin (27/5/2024). Dari keterangan pelaku, motor korban sudah dijual seharga Rp 3 juta. “Lalu sepeda motor korban dibawa lari, modus secara spontan ketiga pelaku ingin menguasai sepeda motor korban dan dijual,” kata dia. Wahyu menambahkan, hasil dari penjualan motor ini digunakan untuk membayar hutang dan digunakan bersama. Atas perbuatannya ketiga pelaku ini disangkakan dengan pasal 365 ayat 1 KUHP dengan hukuman maksimal 9 tahun penjara.  "
Yamaha Enduro Challenge 2024 Buka Kelas YZ Series Open,https://otomotif.kompas.com/read/2024/06/02/074100215/yamaha-enduro-challenge-2024-buka-kelas-yz-series-open-,2 Juni 2024,"BANDUNG, KOMPAS.com - Shell bLU cRU Yamaha Enduro Challenge 2024 resmi digelar di Bandung, 1-2 Juni 2024. Memasuki tahun ketiga, dibuka kelas baru YZ Series Open untuk pengguna motor special engine (SE). Wahyu Rusmayadi, Manager Motorsport PT Yamaha Indonesia Motor Manufacturing (YIMM), mengatakan, dibukanya kelas baru ini untuk memfasilitasi keinginan pengguna YZ-Series yang makin banyak di Indonesia. “Sebenarnya banyak aspirasi dan animonya cukup besar dari tahun lalu, dan secara pemasaran YZ-Series ini sudah dipasarkan di jaringan kami seluruh Indonesia,” ujar Wahyu di Bandung, Sabtu (1/6/2024).   “Jadi tahun ini kami buka kelasnya tapi masih kami gabung untuk pebalap dan kelasnya, makanya disebut YZ Series Open, jadi ada motor 2-tak dan 4-tak,” ujarnya. Wahyu mengatakan, motor yang dipakai di Seri 1 ini terdiri dari YZ-Series 125cc dan 250cc baik 2-tak dan 4-tak. “Kami pakai 125cc dan 250cc untuk 2-tak dan 4-tak, untuk YZ ini ada 12 motor. Kami ekspektasinya 10 motor dan ini sudah di atas target. Ini ada beberapa pebalap top,” ujarnya.   Wahyu mengatakan, untuk pebalap enduro, Shell bLU cRU Yamaha Enduro Challenge 2024 ini bisa jadi ajang tepat buat mengasah kemampuan dan latihan fisik. ""Kalau di enduro ini bisa dijadikan sebagai latihan fisik dan lain-lain. Waktu dulu di pemikiran kami pengguna YZ-Series ini maunya di ajang kompetisi saja tidak mau di segmentasi hanya sekadar hobi,"" ujarnya. ""Setelah kami berdiskusi dan buat gathering, kami kasih tahu soal lintasan dan treknya dan juga keselamatannnya, Jadi mereka bilang wah ini bisa jadi ajang latihan. Jadi mereka biasa buat latihan fisik,"" katanya.   Wahyu mengatakan, pihaknya memikirkan trek yang sesuai untuk pemakai motor special engine. Untuk itu trek kali ini dilengkapi berbagai handycap yang menantang. Peserta wajib menaklukkan jalanan offroad yang di antaranya terdiri dari trek tanah ataupun bebatuan, kemudian genangan air atau lumpur, lintasan yang menanjak dengan sudut curam. ""Kemudian tadinya buat pengguna YZ-Series yang tadinya tidak pernah buat trabasan atau sudah tahu trabasan jadi makin tahu, mereka melihat ini jadi lebih safety dibandingkan trabasan yang lain,"" ujarnya. "
Kemenperin Sebut Penyaluran Subsidi Mobil Listrik Tembus 60 Persen,https://otomotif.kompas.com/read/2024/05/30/180100915/kemenperin-sebut-penyaluran-subsidi-mobil-listrik-tembus-60-persen,30 Mei 2024,"JAKARTA, KOMPAS.com - Kementerian Perindustrian (Kemenperin) menyebut bahwa kuota subsidi untuk pembelian sepeda motor listrik saat ini sudah capai 60,1 persen dari target penjualan 2024. Kondisi tersebut menjelaskan tingginya permintaan masyarakat atas bantuan potongan harga Rp 7 juta per unit yang disediakan pemerintah. Sehingga bagi yang hendak memboyongnya, dapat dilakukan sesegera mungkin. ""Bantuan pembelian motor listrik tahun 2024 yang telah bergulir hingga 27 Mei 2024 sudah disalurkan untuk 30.083 unit atau 60,1 persen dari target tahun ini sebesar 50.000 unit,"" kata Juru Bicara Kemenperin Febri Hendri Antoni Arif dalam keterangannya dikutip, Kamis (30/5/2024).   ""Melihat tren penjualan motor listrik pada periode Januari-Mei 2024, kami juga menargetkan kuota ini bisa tercapai pada Agustus atau awal September 2024 mendatang,"" lanjutnya. Sejak awal, Kemenperin telah mengusulkan agar penerima bantuan pembelian motor listrik diberikan kepada seluruh Warga Negara Indonesia (WNI) dari berbagai lapisan ekonomi. Pertimbangannya adalah agar ada perubahan persepsi dan perilaku masyarakat atas penggunaan motor listrik. Kalau sudah ada perubahan persepi dan perilaku masyarakat serta penggunaan motor listrik dengan jumlah besar dan luas, maka hal ini dapat menarik investasi memperkuat ekosistem kendaraan listrik. Namun, pertimbangan bantuan pembelian harus tepat sasaran dari Kementerian/Lembaga lain menjadikan program ini menjadi kurang diminati oleh masyarakat.   “Perlu perubahan persepsi dan perilaku masyarakat atas motor listrik dan ekosistem kendaraan listrik,"" kata Febri. Perubahan tersebut bisa dipicu oleh program subsidi pembelian agar minat masayarakat dari berbagai lapisan terhadap motor listrik tinggi. Kalau penjualan motor listrik tinggi dan digunakan secara luas oleh masyarakat, maka akan muncul kebutuhan investasi untuk penyediaan stasiun charging, bengkel, aksesoris dan kebutuhan lainnya atas motor listrik. Hal ini pada akhirnya dapat menarik investasi untuk membangun industri pendukung di hulu dan dihilir guna menopang ekosistem motor listrik nasional. Pada 2023, pemerintah sempat menetapkan empat kelompok masyarakat sebagai penerima bantuan pembelian motor listrik. Kelompok masyarakat tersebut adalah penerima Kredit Usaha Rakyat (KUR), penerima Bantuan Produktif Usaha Mikro (BPUM), penerima Bantuan Subsidi Upah, serta penerima subsidi listrik 450 hingga 900 VA.   Namun, setelah kebijakan dan program tersebut diberlakukan ternyata penjualan dan penyaluran bantuan pembelian motor listrik sepi peminat. Pada periode Mei – Agustus 2023, pembelian motor listrik yang mendapat potongan harga dari pemerintah hanya mencapai 2.406 unit, artinya bantuan pembelian hanya tersalurkan pada 2.406 orang penerima. "
"Hasrat Seksual Tak Tersalurkan, Pria Paruh Baya Cabuli Anak di Bawah Umur di Bogor",https://megapolitan.kompas.com/read/2024/05/28/14184671/hasrat-seksual-tak-tersalurkan-pria-paruh-baya-cabuli-anak-di-bawah-umur,28 Mei 2024,"BOGOR, KOMPAS.com - Pria paruh baya bernama Oyan (55) tega mencabuli 11 anak di bawah umur di Kampung Situ Pete, Kecamatan Tanah Sareal, Kota Bogor, Jawa Barat. Pelaku melakukan aksi keji tersebut dengan alasan hasrat biologisnya tidak tersalurkan. “Pelaku ini masih bujang jadi ada rasa nafsu, hasratnya tak tersalurkan,” ucap Kanit PPA Sat Reskrim Polresta Bogor Kota AKP Ni Komang Armini kepada wartawan, Selasa (28/5/2024). Untuk memuluskan aksinya, Oyan kerap mengiming-imingi korban yang rata-rata berusia 9 sampai 10 tahun dengan memberikan tambahan waktu sewa sepeda listrik di warung miliknya. “Untuk pelaku iming-imingnya saat menyewa sepeda listrik itu ada tambahan waktu. Tadinya satu jam dengan harga Rp 15.000, menjadi satu jam 30 menit, diberi bonus waktu peminjaman,” ujar Komang. Komang melanjutkan, Oyan mencabuli 11 anak dengan cara mencium, menggerayangi, hingga memegang area privat korban. Aksi bejat pelaku terbongkar pada Selasa (7/5/2024), setelah 11 korban bercerita kepada orangtua mereka. Kemudian, pada (12/5/2024), Oyan diamankan dan dibawa ke Unit PPA Sat Reskrim Polresta Bogor Kota untuk dilakukan pemeriksaan. Dalam pemeriksaan itu, pelaku mengakui perbuatannya. “Anak-anak tersebut mengadu kepada orangtuanya bahwa si Abah Oyan (pelaku) melakukan hal tersebut,” ujarnya. Kini, pelaku dijerat Pasal 76E UU RI Nomor 35 Tahun 2014 tentang perubahan UU RI Nomor 23 Tahun 2002 tentang Perlindungan Anak juncto Pasal 82 UU RI Nomor 17 Tahun 2016 tentang Penetapan Perppu Nomor 1 tahun 2016 tentang Perubahan Kedua Pasal 76E. Oyan terancam dipidana penjara paling singkat 5 tahun dan paling lama 15 tahun dan denda paling banyak Rp 5 miliar. Sementara untuk korban, saat ini sudah mendapat pendampingan dari Unit PPA Polresta serta Pemerintah Kota Bogor. “Untuk dari dinas sosial (Dinsos), UPT PPA melakukan pendampingan terhadap korban,” ucap Komang. "
Polisi di Kupang Amankan 4 Sepeda Motor yang Dipakai Balap Liar,https://regional.kompas.com/read/2024/05/27/101059278/polisi-di-kupang-amankan-4-sepeda-motor-yang-dipakai-balap-liar,27 Mei 2024,"KOMPAS.com - Aparat Satuan Lalu Lintas (Satlantas) dan Satuan Samapta Kepolisian Resor Kupang Kota, Nusa Tenggara Timur mengamankan empat unit sepeda motor yang digunakan untuk balap liar. ""Kita amankan empat unit sepeda motor itu di dua tempat berbeda, Minggu (26/5/2024) kemarin,"" kata Kepala Kepolisian Resor Kupang Kota Komisaris Besar Polisi Aldinan Manurung, kepada sejumlah wartawan di Kupang, Senin (27/5/2024). Aldinan menyebut, empat unit itu diamankan di Jalan Sam Ratulangi dan di Jalan Piet A Tallo. Awalnya kata Aldinan, anggota piket Satlantas dan Samapta Polresta Kupang Kota yang sedang melaksanakan patroli, mendapat informasi adanya aksi balap liar. Itu terjadi di Jalan Sam Ratulangi, tepatnya depan kantor BKMG dan Novanto Center, serta di Jalan Piet A. Tallo seputaran depan Kantor PDIP NTT dan Point Cafe. Saat tiba di lokasi pertama di Jalan Sam Ratulangi, polisi menemukan sekelompok pemuda sedang berkumpul dan balapan di trek lurus. Melihat kedatangan polisi, para pemuda itu langsung berhamburan. Namun, dua orang pemuda bersama sepeda motor jenis Honda Beat ditangkap. ""Di lokasi pertama itu, ada dua unit sepeda motor jenis Honda Beat, dan salah satunya tanpa TNKB atau pelat nomor,"" kata Aldinan. Selanjutnya, polisi bergerak ke jalan Piet A Tallo. Di sana mereka mengamankan dua unit sepeda motor merek yang sama. ""Dua sepeda motor itu, satu unit terlibat balap liar, dan satu unit lagi menggunakan knalpot brong atau racing, serta sepeda motor tidak sesuai spesifikasi standar pabrikan,"" ungkap Aldinan. Empat sepeda motor yang diamankan itu dijadikan barang bukti di kantor Satlantas Polresta Kupang Kota. Para pemilik kendaran diberikan surat atau blangko tilang, sebagai bukti pelanggaran lalu lintas di jalan raya, dan wajib mengikuti sidang di pengadilan. Terkait kejadian itu, Aldinan meminta kerja sama dari tokoh pemuda dan tokoh masyarakat, serta orangtua untuk bersama mengontrol para pemuda. ""Kami minta kerja sama seluruh pihak, utamanya orangtua untuk bisa mengontrol dan mengawasi anak-anaknya bila berada di luar rumah, guna menghindari perbuatan mereka dari kasus pelanggaran atau kejahatan lainnya,"" harap Aldinan. "
"Kasus Vina Cirebon, Polisi Sempat Datangi Rumah Pegi Tahun 2016 dan Bawa 2 Sepeda Motor",https://bandung.kompas.com/read/2024/05/24/145400378/kasus-vina-cirebon-polisi-sempat-datangi-rumah-pegi-tahun-2016-dan-bawa-2,24 Mei 2024,"KOMPAS.com - Pegi Setiawan alias Perong yang masuk dalam daftar pencarian orang dalam kasus pembunuhan Vina telah ditangkap polisi pada Selasa (21/5/2024) pukul 18.28 WIB. Pegi yang berstatus buron sejak tahun 2016 itu diduga merupakan salah satu dalang pembunuhan Vina Cirebon. Pegi disebut sebagai otak pembunuhan Vina dan kekasihnya, Eki di di Jalan Raya Talun, Kecamatan Talun, Kabupaten Cirebon, Jawa Barat, Sabtu (27/8/2016) malam. Namun kuasa hukum Pegi Setiawan, Sugianti Iriani menyatakan kliennya bukanlah pelaku pembunuhan terhadap Vina Dewi Arsita dan Eki. Ia juga mengaku sangat kecewa dengan rumah nenek Pegi Setiawan di Cirebon oleh kepolisian sehari setelah penangkapan Pegi. ""Saya kecewa dengan adanya penggeledahan kemarin, karena saya sebagai kuasa hukum tidak diberitahu,"" ujar Sugianti, Kamis (23/5). Sugianti mengatakan, saat penggeledahan dilakukan polisi, ia sedang berada di Polda Jabar mendampingi Pegi untuk BAP (Berita Acara Pemeriksaan). ""Tahun 2016 lalu, rumah Pegi sebenarnya sudah pernah didatangi kepolisian. Namun, saat itu, Pegi tidak ada di rumah, dia sedang berada di Bandung,"" ujar dia. Ia juga mempertanyakan alasan polisi menghentikan penyelidikan terhadap Pegi pada tahun 2016. ""Kenapa waktu itu perkaranya tiba-tiba terhenti? Padahal, waktu itu polisi sudah melakukan penggeledahan ke rumah Pegi [dua hari serah kejadian 27 Agustus 2016]. Kala itu sudah diberitahukan, Pegi sedang di Bandung bekerja sebagai buruh bangunan,"" ujarnya. Menurut Sugianti, saat itu polisi membawa dua motor milik keluarga Pegi, yakni milik Pegi dan adik dari ibunya. ""Waktu itu, polisi membawa dua motor keluarga Pegi, milik Pegi dan adiknya ibunya Pegi,"" ujar Sugianti. Setelah membawa motor tersebut, kasusnya seolah tenggelam dan sampai saat ini, motor-motor tersebut masih berada di kantor polisi. ""Kami belum tahu apakah motor itu dijadikan barang bukti atau tidak (usai penangkapan Pegi),"" ucapnya. Sugianti menegaskan, kliennya tidak mungkin menjadi pelaku pembunuhan tersebut. "
"Kejadian Lagi, Sepeda Motor Terbakar di SPBU",https://otomotif.kompas.com/read/2024/05/23/072200715/kejadian-lagi-sepeda-motor-terbakar-di-spbu,23 Mei 2024,"JAKARTA, KOMPAS.com - Kasus sepeda motor terbakar saat mengisi bensin beberapa kali terjadi di beberapa daerah. Paling baru terjadi di SPBU Jombang Raya, Pondok Aren, Tangerang Selatan, Selasa (21/5/2022). Rekaman tersebut diunggah oleh akun Twitter @info_ciledug, Selasa (21/5/2024). Dalam tayangan itu terlihat sepeda motor yang dilalap si jago merah, sejumlah pria pun tampak berusaha memadamkan api menggunakan Alat Pemadam Api Ringan (APAR). Namun, hingga video selesai, tidak dijelaskan apakah api berhasil dipadamkan atau tidak. “Sepeda motor terbakar di SPBU Jalan Jombang Raya, Pondok Aren, Tangerang Selatan, Selasa (21/5/2024) malam sekitar pukul 21.00 WIB. Belum diketahui penyebab terbakarnya motor tersebut,” tulis unggahan tersebut. Insiden sepeda motor terbakar memang bukan pertama kali terjadi, untuk itu pengendara motor mesti selalu waspada untuk mengetahui apa saja yang bisa menyebabkan sepeda motor terbakar. Kepala Bengkel Honda Bintang Motor Cinere Ribut Wahyudi mengatakan, motor yang terbakar kemungkinan besar disebabkan karena adanya kebocoran dari selang bahan bakar (bensin). “Biasanya disebabkan karena adanya kebocoran dari selang bahan bakar, sehingga jika terkena percikan api tidak lompat dari oleh koil ke busi, tapi keluar (ground) mesin. Sehingga terjadi kebakaran,” ujar Ribut. Namun, Ribut menambahkan, rembesan bisa terjadi karena banyak hal, bukan hanya karena isi bensin terlalu penuh sampai luber. Sebab isi bensin sampai luber pun masih cukup aman, karena sudah ada karet pelindung di sekitar tutup tangki dan dilengkapi selang yang standar mengarah langsung ke tanah. “Karena kalau cuma luber langsung habis terkena angin. Menurut saya tidak ada faktor lain, penyebab motor terbakar yang paling utama karena adanya bahan bakar yang rembes atau bocor,” kata Ribut. Untuk menghindari hal ini, Ribut menyarankan pemilik sepeda motor untuk selalu melakukan servis rutin kendaraan. “Harus sering servis rutin di bengkel, terutama di bengkel resmi, karena di situ akan selalu di periksa termasuk keamanan dari selang-selang tersebut juga kabel busi,” kata dia. "
"Bentrokan Warga di Kupang, 3 Rumah Rusak, 2 Sepeda Motor Rusak dan Sejumlah Orang Luka",https://regional.kompas.com/read/2024/05/20/213102578/bentrokan-warga-di-kupang-3-rumah-rusak-2-sepeda-motor-rusak-dan-sejumlah,20 Mei 2024,"KOMPAS.com - Bentrokan dua kelompok warga di Kelurahan Penfui, Kecamatan Maulafa, Kota Kupang, Nusa Tenggara Timur (NTT), terjadi pada Senin (20/5/2024) pagi. Akibatnya, tiga rumah warga rusak, dua sepeda motor rusak dan sejumlah warga mengalami luka. ""Bentrokannya tadi pagi antara kelompok pemuda dari Air Baru dan pemuda dari Penfui,"" kata Kepala Kepolisian Resor Kupang Kota Komisaris Besar Polisi Aldinan Manurung, kepada Kompas.com, Senin malam. Aldinan menuturkan, kejadian itu berawal ketika seorang pemuda dari Penfui berinisial JS sedang berada di rumah duka milik warga bernama Emu Nale di Air Baru, RT 13, RW 06 Kelurahan Penfui. Di tempat itu, JS mengonsumsi minuman keras bersama tuan rumah Emu Nale. Setelah itu, JS pamit pulang ke rumahnya. Tak lama kemudian, adik kandung JS berinisial TA mendengar kabar JS dipukul oleh pemuda Air Baru. Setelah mendapat informasi tersebut TA langsung menginformasikan ke adiknya yang berinisial AS, serta beberapa rekan mereka. Mereka bergerombol langsung mendatangi rumah Emu Nale, untuk menanyai perihal informasi yang didapat. ""Ujungnya, malah terjadi keributan yang melibatkan pemuda dari Air Baru dan pemuda dari Penfui,"" ungkap Aldinan. Karena kalah jumlah, pemuda dari Penfui kemudian mundur dan berlari menuju dalam Pasar Penfui. Pemuda Air Baru mengejar hingga Pasar Penfui dan menganiaya pemuda Penfui. Seorang warga Penfui berinisial PH (60) berusaha melerai aksi tawuran itu, malah jadi korban pelemparan batu. ""Selain itu, empat rumah warga dan dua unit sepeda motor di seputaran Pasar Penfui juga rusak akibat dilempar batu. Beberapa warga dari kedua belah pihak pun mengalami luka,"" ujar Aldinan. ""Tiga orang korban telah mendatangi Polres Kupang Kota untuk membuat laporan polisi dan ada dua korban membuat laporan polisi di Polsek Maulafa,"" sambungnya. Laporan yang dibuat para korban lanjut Aldinan, yakni kasus pengeroyokan, penganiayaan dan perusakan. Hingga saat ini, kata Aldinan, pihaknya belum mendata secara detail, jumlah warga yang luka. ""Ada beberapa pemuda yang terlibat saat ini sudah diamankan ke Mapolresta Kupang Kota untuk dimintai keterangan lebih lanjut terkait pertikaian tersebut,"" kata dia. "
"Video Viral, 2 Wanita Tidak Pakai Helm dan Diberhentikan Polisi",https://otomotif.kompas.com/read/2024/05/17/121200915/video-viral-2-wanita-tidak-pakai-helm-dan-diberhentikan-polisi,17 Mei 2024,"SOLO, KOMPAS.com - Menggunakan helm merupakan hal yang wajib bagi pengendara sepeda motor. Fungsinya sebagai pelindung kepala jika terjadi kecelakaan. Sayangnya, masih banyak yang tidak peduli, seperti unggahan video Instagram @memomedsos, memperlihatkan dua orang wanita berboncengan sepeda motor dan tidak menggunakan helm. Dalam video tersebut, mereka diberhentikan oleh polisi dan yang dibonceng turun. Namun, saat bersamaan, wanita yang mengendarai motor tersebut kabur meninggalkan temannya untuk menyelamatkan diri. Dirlantas Polda DIY Kombes Pol Alfian Nurrizal SIK mengatakan, tidak pakai helm merupakan pelanggaran kasat mata dan bisa dilakukan penindakan. “Pelanggaran kasat mata dapat dilakukan penindakan, salah satunya pelanggaran tidak memakai helm bagi pengendara sepeda motor,” kata Alfian dikutip dari Kompas.com, Jumat (17/5/2024). Alfian mengatakan, pelanggaran kasat mata seperti tidak mengenakan helm menjadi kepentingan semua pihak karena berkaitan dengan keselamatan. “Sebagai wujud edukasi, maka kami menghubungi orang tuanya untuk mengingatkan terkait kewajiban serta syarat pengguna jalan, sehingga setelah ditindak pengendara dibawah umur ini harus dapat menyesuaikan,” kata Alfian. Alfian juga mengingatkan, masyarakat yang menggunakan jalan sebagai lalu lintas wajib menggunakan helm karena itu merupakan tata tertib.  “Memakai helm saat berkendara sepeda motor seharusnya menjadi kesadaran bagi pengguna jalan terkait ketertiban dalam berlalu lintas,” kata Alfian. Selain itu, kewajiban menggunakan helm telah tertuang dalam Undang-Undang Nomor 22 Tahun 2009 tentang Lalu Lintas dan Angkutan Jalan ( UU LLAJ) Pasal 106 ayat 8. Setiap orang yang mengemudikan Sepeda motor dan Penumpang Sepeda Motor wajib mengenakan helm yang memenuhi standar nasional Indonesia. Apabila melanggar, maka akan dikenakan tilang sesuai dengan Pasal 291 ayat 1 UU LLAJ nomor 22 tahun 2009. Setiap orang yang mengemudikan Sepeda Motor tidak mengenakan helm standar nasional Indonesia sebagaimana dimaksud dalam Pasal 106 ayat (8) dipidana dengan pidana kurungan paling lama 1 (satu) bulan atau denda paling banyak Rp250.000,00 (dua ratus lima puluh ribu rupiah). "
